groups        	ID	Name
Small molecule	DGP	2'-DEOXYGUANOSINE-5'-MONOPHOSPHATE
Small molecule	DGT	2'-DEOXYGUANOSINE-5'-TRIPHOSPHATE
Small molecule	DHB	3,4-DIHYDROXYBENZOIC ACID
Small molecule	DHC	CAFFEIC ACID
Small molecule	DHF	DIHYDROFOLIC ACID
Small molecule	DHI	D-HISTIDINE
Small molecule	DIF	DICLOFENAC
Small molecule	DIO	1,4-DIOXANE
Small molecule	DLE	D-LEUCINE RESIDUE
Small molecule	DLY	D-LYSINE
Small molecule	DLZ	1-DEOXY-1-(6,7-DIMETHYL-2,4-DIOXO-3,4-DIHYDROPTERIDIN-8(2H)-YL)-D-RIBITOL
Small molecule	DM2	DOXORUBICIN
Small molecule	DMA	PRENYL DIPHOSPHATE
Small molecule	DMS	DIMETHYL SULFOXIDE
Small molecule	DMU	DECYL-BETA-D-MALTOPYRANOSIDE
Small molecule	DND	DEAMIDO-NAD(+)
Small molecule	DO3	H3[(2R)-HP-DO3A]
Small molecule	DOR	(S)-DIHYDROOROTIC ACID
Small molecule	DPO	DIPHOSPHATE(4-)
Small molecule	DPR	D-PROLINE
Small molecule	DPV	DDPPC
Small molecule	DQR	1(F)-BETA-D-FRUCTOSYLSUCROSE
Small molecule	DSL	MONO-TRANS
Small molecule	DSN	D-SERINE RESIDUE
Small molecule	DST	DIMETHYLALLYL S-THIOLODIPHOSPHATE
Small molecule	DSZ	5'-O-(L-ALPHA-ASPARTYLSULFAMOYL)ADENOSINE
Small molecule	DT	THYMIDINE-5'-MONOPHOSPHATE
Small molecule	DTB	(4R,5S)-DETHIOBIOTIN
Small molecule	DTN	DITHIONITE(2-)
Small molecule	DTP	DATP(4-)
Small molecule	DTR	D-TRYPTOPHAN RESIDUE
Small molecule	DTT	L-1,4-DITHIOTHREITOL
Small molecule	DTY	D-TYROSINE
Small molecule	DU	2'-DEOXYURIDINE-5'-MONOPHOSPHATE
Small molecule	DUP	2'-DEOXYURIDINE 5'-ALPHA,BETA-IMIDO-TRIPHOSPHATE
Small molecule	DUR	2'-DEOXYURIDINE
Small molecule	DUT	DUTP
Small molecule	DX4	2-AMINO-1,9-DIHYDRO-6H-PURINE-6-THIONE
Small molecule	DXC	DEOXYCHOLIC ACID
Small molecule	DXE	1,2-DIMETHOXYETHANE
Small molecule	DXP	1-DEOXY-D-XYLULOSE-5-PHOSPHATE
Small molecule	DXX	METHYLMALONIC ACID
Small molecule	E64	N-[N-[1-HYDROXYCARBOXYETHYL-CARBONYL]LEUCYLAMINO-BUTYL]-GUANIDINE
Small molecule	EB4	ENTEROBACTIN
Small molecule	ECL	1-[(2R)-2-[(4-CHLOROBENZYL)OXY]-2-(2,4-DICHLOROPHENYL)ETHYL]-1H-IMIDAZOLE
Small molecule	EDG	1,4-DIDEOXY-1,4-IMINO-L-ARABINITOL
Small molecule	EDO	ETHYLENE GLYCOL
Small molecule	EDT	ETHYLENEDIAMINETETRAACETIC ACID
Small molecule	EEE	ETHYL ACETATE
Small molecule	EGC	TRITON X-100
Small molecule	EIC	LINOLEIC ACID
Small molecule	ELA	9-OCTADECENOIC ACID
Small molecule	EMC	ETHYLMERCURY(1+)
Small molecule	ENO	(4-HYDROXYPHENYL)PYRUVIC ACID
Small molecule	EOH	ETHANOL
Small molecule	EP1	3-[4-(2-HYDROXYETHYL)PIPERAZIN-1-YL]PROPANE-1-SULFONICACID
Small molecule	EPA	ALL-CIS-5,8,11,14,17-EICOSAPENTAENOIC ACID
Small molecule	EPE	HEPES
Small molecule	EPH	L-ALPHA-PHOSPHATIDYL-BETA-OLEOYL-GAMMA-PALMITOYL-PHOSPHATIDYLETHANOLAMINE
Small molecule	ERG	ERGOSTEROL
Small molecule	ERY	ERYTHROMYCIN A(1+)
Small molecule	ES3	4-BROMO-1H-IMIDAZOLE
Small molecule	ESA	ETHANESULFONIC ACID
Small molecule	EST	ESTRADIOL
Small molecule	ETA	ETHANOLAMINIUM(1+)
Small molecule	EVP	ETOPOSIDE
Small molecule	F	FLUORIDE
Small molecule	F15	PENTADECANOIC ACID
Small molecule	F3S	TRI-MU-SULFIDO-MU3-SULFIDO-TRIIRON
Small molecule	F42	COENZYME GAMMA-F420-2(5-)
Small molecule	F43	COENZYME F430
Small molecule	F6P	D-FRUCTOSE 6-PHOSPHATE
Small molecule	F6R	FRUCTOSE -6-PHOSPHATE
Small molecule	FAD	FAD
Small molecule	FAR	2-TRANS,6-TRANS-FARNESYL GROUP
Small molecule	FB2	TOSYLLYSYL CHLOROMETHANE
Small molecule	FBP	FRUCTOSE 1,6-BISPHOSPHATE
Small molecule	FC6	FERRICYANIDE
Small molecule	FDA	FADH2
Small molecule	FDE	FE(III) DEUTEROPORPHYRIN IX
Small molecule	FEO	MU-OXO-DIIRON
Small molecule	FER	FERULIC ACID
Small molecule	FES	DI-MU-SULFIDO-DIIRON
Small molecule	FFO	(6S)-5-FORMYLTETRAHYDROFOLIC ACID
Small molecule	FK5	TACROLIMUS (ANHYDROUS)
Small molecule	FLC	CITRATE(3-)
Small molecule	FLU	FLUORESCEIN
Small molecule	FME	N-FORMYL-L-METHIONYL GROUP
Small molecule	FMN	FLAVIN MONONUCLEOTIDE
Small molecule	FMT	FORMIC ACID
Small molecule	FNR	REDUCED FMN
Small molecule	FOA	2-FUROIC ACID
Small molecule	FOH	FARNESOL
Small molecule	FON	5-FORMYLTETRAHYDROFOLIC ACID
Small molecule	FPP	FARNESYL DIPHOSPHATE
Small molecule	FPS	FARNESYL THIOPYROPHOSPHATE
Small molecule	FRU	FRUCTOSE
Small molecule	FTN	N-[3-(1-METHYLETHOXY)PHENYL]-2-(TRIFLUOROMETHYL)BENZAMIDE
Small molecule	FU2	FURFURAL
Small molecule	FUA	FUSIDIC ACID
Small molecule	FUB	BETA-L-ARABINOFURANOSE
Small molecule	FUC	ALPHA-L-FUCOPYRANOSE
Small molecule	FUL	BETA-L-FUCOSE
Small molecule	FUM	FUMARIC ACID
Small molecule	FUN	FUROSEMIDE
Small molecule	FVX	FLUVOXAMINE;2-[({(1E)-5-METHOXY-1-[4-(TRIFLUOROMETHYL) PHENYL]PENTYLIDENE}AMINO)OXY]ETHANAMINE
Small molecule	G	GMP RESIDUE
Small molecule	G16	ALPHA-D-GLUCOSE 1,6-BISPHOSPHATE(4-)
Small molecule	G1P	ALPHA-D-GLUCOSE 1-PHOSPHATE
Small molecule	G2F	2-DEOXY-2-FLUORO-ALPHA-D-GLUCOSE
Small molecule	G2I	(3R,4R,5R)-3-HYDROXY-5-(HYDROXYMETHYL)PIPERIDIN-4-YL 4-O-BETA-D-GLUCOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE
Small molecule	G2P	5'-GUANYLYLMETHYLENEBISPHOSPHONATE
Small molecule	G39	OSELTAMIVIR ACID
Small molecule	G3H	GLYCERALDEHYDE 3-PHOSPHATE
Small molecule	G3P	SN-GLYCEROL 3-PHOSPHATE
Small molecule	G4P	GUANOSINE 3',5'-BIS(DIPHOSPHATE)
Small molecule	G4S	4-O-SULFO-BETA-D-GALACTOPYRANOSE
Small molecule	G6P	ALPHA-D-GLUCOSE 6-PHOSPHATE
Small molecule	G6Q	ROBISON ESTER
Small molecule	GAB	3-AMINOBENZOIC ACID
Small molecule	GAD	2,6-ANHYDRO-3-DEOXY-D-ERYTHRO-HEX-2-ENONIC ACID
Small molecule	GAF	2-DEOXY-2-FLUORO-ALPHA-D-GALACTOSE
Small molecule	GAI	GUANIDINIUM
Small molecule	GAL	BETA-D-GALACTOSE
Small molecule	GBM	5-CHLORO-N-(2-{4-[(CYCLOHEXYLCARBAMOYL) SULFAMOYL]PHENYL}ETHYL)-2-METHOXYBENZAMIDE;GLIBENCLAMIDE
Small molecule	GCD	4,5-DEHYDRO-D-GLUCURONIC ACID
Small molecule	GCH	GLYCOCHOLIC ACID
Small molecule	GCO	GLUCONIC ACID
Small molecule	GCP	5'-GUANYLYLMETHYLENEBISPHOSPHONATE
Small molecule	GCS	D-GLUCOSAMINE
Small molecule	GCU	D-GLUCURONIC ACID
Small molecule	GCV	4-O-METHYL-ALPHA-D-GLUCURONIC ACID
Small molecule	GD	GADOLINIUM ATOM
Small molecule	GDD	GUANOSINE-5'-DIPHOSPHATE-ALPHA-D-MANNOSE
Small molecule	GDN	GLUTATHIONE S-(2,4 DINITROBENZENE)
Small molecule	GDP	GUANOSINE-5'-DIPHOSPHATE
Small molecule	GDS	GLUTATHIONE DISULFIDE
Small molecule	GDU	UDP-D-GALACTOSE
Small molecule	GEN	GENISTEIN
Small molecule	GEO	GEMCITABINE
Small molecule	GER	GERAN-8-YL GERAN
Small molecule	GET	GENETICIN
Small molecule	GFB	GDP-L-FUCOSE
Small molecule	GGB	L-CANAVANINE
Small molecule	GGG	GLYCYL-GLYCYL-GLYCINE
Small molecule	GGL	L-GLUTAMIC ACID RESIDUE
Small molecule	GIM	GLUCOIMIDAZOLE
Small molecule	GLA	ALPHA-D-GALACTOSE
Small molecule	GLC	ALPHA-D-GLUCOSE
Small molecule	GLN	L-GLUTAMINE
Small molecule	GLU	L-GLUTAMIC ACID
Small molecule	GLV	GLYOXYLIC ACID
Small molecule	GLY	GLYCINE RESIDUE
Small molecule	GMP	GUANOSINE
Small molecule	GN1	N-ACETYL-ALPHA-D-GLUCOSAMINE 1-PHOSPHATE
Small molecule	GNH	AMINOPHOSPHONIC ACID-GUANYLATE ESTER
Small molecule	GNP	PHOSPHOAMINOPHOSPHONIC ACID-GUANYLATE ESTER
Small molecule	GNS	N-SULFO-ALPHA-D-GLUCOSAMINE
Small molecule	GOA	GLYCOLIC ACID
Small molecule	GOL	GLYCEROL
Small molecule	GPE	L-ALPHA-GLYCEROPHOSPHORYLETHANOLAMINE
Small molecule	GPP	GERANYL DIPHOSPHATE(3-)
Small molecule	GRG	GERANYLGERANYL DIPHOSPHATE(3-)
Small molecule	GS1	THIOGLUCOSE
Small molecule	GSH	GLUTATHIONATE(1-)
Small molecule	GSP	GUANOSINE 5'-[GAMMA-THIO]TRIPHOSPHATE
Small molecule	GST	GERANYL S-THIOLODIPHOSPHATE
Small molecule	GTA	P1-7-METHYLGUANOSINE-P3-ADENOSINE-5',5'-TRIPHOSPHATE
Small molecule	GTB	S-(P-NITROBENZYL)GLUTATHIONE
Small molecule	GTD	(S)-2-AMINO-5-((R)-1-(CARBOXYMETHYLAMINO)-1-OXO-3-(2,4,6-TRINITROCYCLOHEXA-2,5-DIENYLTHIO)PROPAN-2-YLAMINO)-5-OXOPENTANOIC ACID
Small molecule	GTG	7-METHYL-GUANOSINE-5'-TRIPHOSPHATE-5'-GUANOSINE
Small molecule	GTP	GTP
Small molecule	GTQ	2,5-DIHYDROXYBENZOIC ACID
Small molecule	GTR	GALACTURONIC ACID
Small molecule	GTS	GLUTATHIONE SULFONIC ACID
Small molecule	GTX	S-HEXYLGLUTATHIONE
Small molecule	GUA	GLUTARIC ACID
Small molecule	GVE	METHYL 4-AMINOBUTANOATE
Small molecule	GVX	L-GAMMA-GLUTAMYL-S-[(2-PHENYLETHYL)CARBAMOTHIOYL]-L- CYSTEINYLGLYCINE
Small molecule	H2S	HYDROGEN SULFIDE
Small molecule	H2U	5,6-DIHYDROURIDINE-5'-MONOPHOSPHATE
Small molecule	H35	N-(FURAN-2-YLMETHYL)-7H-PURIN-6-AMINE
Small molecule	H4B	5,6,7,8-TETRAHYDROBIOPTERIN
Small molecule	H4M	5,10-DIMETHYLENE TETRAHYDROMETHANOPTERIN
Small molecule	H6P	(2E)-4-HYDROXY-3-METHYLBUT-2-EN-1-YL TRIHYDROGENDIPHOSPHATE
Small molecule	H8H	N-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-7-[2-(4-METHYLPIPERAZIN-1-YL)ETHOXY]-5-(TETRAHYDRO-2H-PYRAN-4-YLOXY)QUINAZOLIN-4-AMINE
Small molecule	HAR	N(5)-[(HYDROXYAMINO)(IMINO)METHYL]-L-ORNITHINE
Small molecule	HAS	HEME-AS
Small molecule	HBI	7,8-DIHYDROBIOPTERIN
Small molecule	HBX	BENZALDEHYDE
Small molecule	HC3	25-HYDROXYCHOLESTEROL
Small molecule	HC4	4-COUMARIC ACID
Small molecule	HCC	ISOLIQUIRITIGENIN
Small molecule	HCD	(3ALPHA,8ALPHA)-CHOLEST-5-ENE-3,20-DIOL
Small molecule	HCI	3-PHENYLPROPIONIC ACID
Small molecule	HCY	(11ALPHA,14BETA)-11,17,21-TRIHYDROXYPREGN-4-ENE-3,20-DIONE
Small molecule	HDD	CIS-HEME D HYDROXYCHLORIN GAMMA-SPIROLACTONE
Small molecule	HDZ	NITROGEN MOLECULE
Small molecule	HEB	HEME B/C
Small molecule	HEC	FERROHEME C(2-)
Small molecule	HEE	N-HEXYLPHOSPHONATE ETHYL ESTER
Small molecule	HEM	HEME B
Small molecule	HFA	(S)-3-PHENYLLACTIC ACID
Small molecule	HIS	L-HISTIDINE
Small molecule	HL6	N-(2-OXOOXOLAN-3-YL)HEXANAMIDE
Small molecule	HOA	HYDROXYLAMINE
Small molecule	HPA	HYPOXANTHINE
Small molecule	HPP	PHLORETIC ACID
Small molecule	HQO	2-HEPTYL-4-HYDROXYQUINOLINE N-OXIDE
Small molecule	HSA	L-HISTIDINOL PHOSPHATE
Small molecule	HSE	L-HOMOSERINE
Small molecule	HSM	HISTAMINE
Small molecule	HSO	HISTIDINOL
Small molecule	HSX	ALPHA-D-RIBOSE 5-PHOSPHATE
Small molecule	HTL	2-ACETYL-THIAMINE DIPHOSPHATE
Small molecule	HXA	DOCOSAHEXAENOIC ACID
Small molecule	HY0	HYGROMYCIN B VARIANT
Small molecule	HY1	PHENYLACETALDEHYDE
Small molecule	HYN	IMIDAZOLIDINE-2,4-DIONE
Small molecule	HYP	4-HYDROXYPROLINE
Small molecule	I3C	5-AMINO-2,4,6-TRIIODOISOPHTHALIC ACID
Small molecule	I3P	1D-MYO-INOSITOL 1,4,5-TRISPHOSPHATE
Small molecule	I6P	MYO-INOSITOL HEXAKISPHOSPHATE(12-)
Small molecule	IAC	INDOLE-3-ACETIC ACID
Small molecule	IAS	L-ASPARTIC ACID RESIDUE
Small molecule	IBP	IBUPROFEN
Small molecule	ICT	ISOCITRIC ACID
Small molecule	IDR	L-IDURONIC ACID
Small molecule	IDS	2-O-SULFO-ALPHA-L-IDOPYRANURONIC ACID
Small molecule	IFM	(3R,4R,5R)-5-(HYDROXYMETHYL)PIPERIDINE-3,4-DIOL
Small molecule	IHP	MYO-INOSITOL HEXAKISPHOSPHATE(12-)
Small molecule	IHS	INOSITOL HEXASULFATE
Small molecule	ILE	L-ISOLEUCINE
Small molecule	IM2	IMIPENEM
Small molecule	IMD	IMIDAZOLIUM CATION
Small molecule	IMP	IMP
Small molecule	IND	INDOLE
Small molecule	INS	MYO-INOSITOL
Small molecule	IOD	IODIDE
Small molecule	IOP	INDOLYLPROPIONIC ACID
Small molecule	IP2	1D-MYO-INOSITOL 4,5-BISPHOSPHATE
Small molecule	IP8	ISOPENTENYL-P
Small molecule	IPD	INOSITOL 1-PHOSPHATE
Small molecule	IPE	ISOPENTENYL DIPHOSPHATE(3-)
Small molecule	IPH	PHENOL
Small molecule	IPR	ISOPENTYL PYROPHOSPHATE
Small molecule	IPT	ISOPROPYL-1-BETA-D-THIOGALACTOSIDE
Small molecule	ISJ	CHORISMIC ACID
Small molecule	ISQ	ISOQUINOLINE
Small molecule	ITT	ITP(3-)
Small molecule	IVC	ISOVALERYL-COENZYME A;S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9- YL)-4-OXIDANYL-3-PHOSPHONOOXY-OXOLAN-2-YL]METHOXY- OXIDANYL-PHOSPHORYL]OXY-OXIDANYL-PHOSPHORYL]OXY-3,3- DIMETHYL-2-OXIDANYL- BUTANOYL]AMINO]PROPANOYLAMINO]ETHYL] 3- METHYLBUTANETHIOATE
Small molecule	IYZ	1-(3-{6-[(CYCLOPROPYLMETHYL)AMINO]IMIDAZO[1,2-B]PYRIDAZIN-3-YL}PHENYL)ETHANONE
Small molecule	J01	CLAVULANIC ACID
Small molecule	J3Z	ESTRONE
Small molecule	J60	5-[(E)-(5-CHLORO-2-OXO-1,2-DIHYDRO-3H-INDOL-3-YLIDENE)METHYL]-N-[2-(DIETHYLAMINO)ETHYL]-2,4-DIMETHYL-1H-PYRROLE-3-CARBOXAMIDE
Small molecule	JEF	O-(O-(2-AMINOPROPYL)-O'-(2-METHOXYETHYL)POLYPROPYLENE GLYCOL 500)
Small molecule	JKE	THIOSALICYLIC ACID
Small molecule	JMS	MECLOFENAMATE
Small molecule	JN3	CHENODEOXYCHOLIC ACID
Small molecule	JZ0	O-CRESOL
Small molecule	JZ3	GUAIACOL
Small molecule	JZR	HEXYL BETA-D-GLUCOPYRANOSIDE
Small molecule	K36	(1S,2S)-2-({N-[(BENZYLOXY)CARBONYL]-L-LEUCYL}AMINO)-1-HYDROXY-3-[(3S)-2-OXOPYRROLIDIN-3-YL]PROPANE-1-SULFONIC ACID
Small molecule	KAA	5'-O-[(L-LYSYLAMINO)SULFONYL]ADENOSINE
Small molecule	KAN	KANAMYCIN A
Small molecule	KDH	(-)-EPIGALLOCATECHIN 3-GALLATE
Small molecule	KDN	3-DEOXY-D-GLYCERO-BETA-D-GALACTO-NON-2-ULOPYRANOSONIC ACID
Small molecule	KH2	3-(1-METHYLPIPERIDINIUM-1-YL)PROPANE-1-SULFONATE
Small molecule	KIF	KIFUNENSINE
Small molecule	KIV	3-METHYL-2-OXOBUTANOIC ACID
Small molecule	KKK	(2R,4S)-KETOCONAZOLE
Small molecule	KMP	KAEMPFEROL
Small molecule	KMT	4-METHYLTHIO-2-OXOBUTANOIC ACID
Small molecule	KO2	PROP-2-EN-1-YL D-GLYCERO-ALPHA-D-TALO-OCT-2-ULOPYRANOSIDONIC ACID
Small molecule	KOU	(E)-N-({3-HYDROXY-2-METHYL-5-[(PHOSPHONOOXY)METHYL]PYRIDIN-4-YL}METHYLIDENE)-L-SERINE
Small molecule	KR	KRYPTON(0)
Small molecule	KSA	K-252A
Small molecule	KYN	L-KYNURENINE
Small molecule	LAE	3-OXO-OCTANOIC ACID (2-OXO-TETRAHYDRO-FURAN-3-YL)-AMIDE
Small molecule	LAT	BETA-LACTOSE
Small molecule	LB2	LAMINARABIOSE
Small molecule	LBT	ALPHA-LACTOSE
Small molecule	LDP	DOPAMINIUM(1+)
Small molecule	LEA	4-OXOPENTANOIC ACID
Small molecule	LEU	L-LEUCINE
Small molecule	LGC	D-GLUCONO-1,5-LACTONE
Small molecule	LGU	ALPHA-L-GULURONATE
Small molecule	LIP	L-MYO-INOSITOL-1-PHOSPHATE
Small molecule	LMR	(S)-MALIC ACID
Small molecule	LMS	[(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-3,4-DIHYDROXYTETRAHYDRO-2-FURANYL]METHYLSULFAMATE
Small molecule	LMT	DODECYL-BETA-D-MALTOSIDE
Small molecule	LOP	LAURYL OLEYL PHOSPHATIDYL ETHANOLAMINE
Small molecule	LP5	(R)-((2R,3S,4R,5R,6R)-3-HYDROXY-2-(HYDROXYMETHYL)-5-((R)-3-HYDROXYTETRADECANAMIDO)-6-(PHOSPHONOOXY)TETRAHYDRO-2H-PYRAN-4-YL) 3-HYDROXYTETRADECANOATE
Small molecule	LPA	LIPOIC ACID
Small molecule	LSA	SACCHARIN
Small molecule	LU2	LUTEOLIN
Small molecule	LUM	LUMICHROME
Small molecule	LXC	BETA-L-XYLOPYRANOSE
Small molecule	LYA	2-{4-[2-(2-AMINO-4-OXO-4,7-DIHYDRO-3H-PYRROLO[2,3-D]PYRIMIDIN-5-YL)-ETHYL]-BENZOYLAMINO}-PENTANEDIOIC ACID
Small molecule	LYC	LYCOPENE
Small molecule	LYS	LYSINE
Small molecule	LZ1	1H-INDAZOLE
Small molecule	M1P	ALPHA-D-MANNOSE 1-PHOSPHATE
Small molecule	M1V	MESOBILIVERDIN IX(ALPHA)
Small molecule	M6P	ALPHA-D-MANNOSE 6-PHOSPHATE
Small molecule	M7G	7-METHYL-7,8-DIHYDROGUANOSINE-5'-DIPHOSPHATE
Small molecule	MAG	BETA-METHYL-N-ACETYL-D-GLUCOSAMINE
Small molecule	MAL	MALTOSE
Small molecule	MAN	ALPHA-D-MANNOSE
Small molecule	MAW	4-DEOXY-ALPHA-L-ERYTHRO-HEX-4-ENOPYRANURONIC ACID
Small molecule	MB3	N-METHYLPYRROLIDIN-2-ONE
Small molecule	MBN	TOLUENE
Small molecule	MCA	(R)-METHYLMALONYL-COA
Small molecule	MCN	MOLYBDOPTERIN CYTOSINE DINUCLEOTIDE
Small molecule	MCR	THIOGLYCOLIC ACID
Small molecule	MCT	4-METHYLCATECHOL
Small molecule	MDN	MEDRONIC ACID
Small molecule	MED	D-METHIONINE
Small molecule	MEE	METHANETHIOL
Small molecule	MER	MEROPENEM
Small molecule	MES	2-(N-MORPHOLINIUMYL)ETHANESULFONATE
Small molecule	MET	METHIONINE
Small molecule	MEV	(R)-MEVALONATE
Small molecule	MEW	2-METHYLQUINAZOLIN-4(3H)-ONE
Small molecule	MFK	DECANOYL-COA
Small molecule	MFU	ALPHA-L-METHYL-FUCOSE
Small molecule	MG7	N(2)-METHYLGUANOSINE
Small molecule	MGD	MOLYBDOPTERIN GUANINE DINUCLEOTIDE
Small molecule	MGF	TRIFLUOROMAGNESATE(1-)
Small molecule	MGP	7-METHYL-GUANOSINE-5'-TRIPHOSPHATE
Small molecule	MGR	MALACHITE GREEN
Small molecule	MGT	7N-METHYL-8-HYDROGUANOSINE-5'-TRIPHOSPHATE
Small molecule	MGX	METHYLGUANIDINE
Small molecule	MH0	MESOHEME
Small molecule	MHA	2,2'-[(2-AMINO-2-OXOETHYL)IMINO]DIACETIC ACID
Small molecule	MIX	MITOXANTRONE
Small molecule	MIY	MINOCYCLINE
Small molecule	ML1	MELATONIN
Small molecule	MLB	MELIBIOSE
Small molecule	MLC	MALONYL-COENZYME A
Small molecule	MLD	TAT-BP
Small molecule	MLI	MALONATE(2-)
Small molecule	MLR	ALPHA-MALTOTRIOSE
Small molecule	MLT	(R)-MALATE(2-)
Small molecule	MMA	METHYL ALPHA-D-MANNOPYRANOSIDE
Small molecule	MMC	METHYLMERCURY(1+)
Small molecule	MMV	3-(2-{3-[(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)OXY]PROPOXY}PHENYL)PROPANOIC ACID
Small molecule	MMZ	METHIMAZOLE
Small molecule	MNB	3-CARBOXY-4-NITROBENZENETHIOL
Small molecule	MNH	MN PROTOPORPHYRIN
Small molecule	MNM	(2S,3S,4R,5R)-2,3,4-TRIHYDROXY-5-HYDROXYMETHYL-PIPERIDINE
Small molecule	MNR	PROTOPORPHYRIN IX CONTAINING MN
Small molecule	MOH	METHANOL
Small molecule	MOO	MOLYBDATE
Small molecule	MPD	2-METHYLPENTANE-2,4-DIOL
Small molecule	MPG	1-MONOOLEOYL-RAC-GLYCEROL
Small molecule	MQ7	MENAQUINONE-7
Small molecule	MQ9	MENAQUINONE-9
Small molecule	MRY	ERYTHRITOL
Small molecule	MSL	METHIONINE SULFOXIMINE
Small molecule	MTA	5'-DEOXY-5'-METHYLTHIOADENOSINE
Small molecule	MTH	5'-METHYLTHIOTUBERCIDIN
Small molecule	MTN	S-[(1-OXYL-2,2,5,5-TETRAMETHYL-2,5-DIHYDRO-1H-PYRROL-3-YL)METHYL] METHANESULFONOTHIOATE
Small molecule	MTP	2-HYDROXYMETHYL-5-(6-METHYLSULFANYL-PURIN-9-YL)-TETRAHYDRO-FURAN-3,4-DIOL
Small molecule	MTT	MALTOTETRAOSE
Small molecule	MTX	METHOTREXATE
Small molecule	MVL	MANNOIMIDAZOLE
Small molecule	MXE	2-METHOXYETHANOL
Small molecule	MXN	(R)-MANDELONITRILE
Small molecule	MYC	MYRICETIN
Small molecule	MYR	MYRISTIC ACID
Small molecule	MYT	METYRAPONE
Small molecule	N	N
Small molecule	N2P	CADAVERINE
Small molecule	NA7	[(2R,3R,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-3-HYDROXY-4-(PHOSPHONOOXY)TETRAHYDROFURAN-2-YL]METHYL [(2R,3S,4S)-3,4-DIHYDROXYTETRAHYDROFURAN-2-YL]METHYL DIHYDROGENDIPHOSPHATE
Small molecule	NAD	NAD ZWITTERION
Small molecule	NAG	ALDEHYDO-N-ACETYL-D-GLUCOSAMINE
Small molecule	NAI	NADH
Small molecule	NAP	NADP ZWITTERION
Small molecule	NAR	NARINGENIN
Small molecule	NAX	BETA-6-HYDROXY-1,4,5,6-TETRHYDRONICOTINAMIDE ADENINEDINUCLEOTIDE
Small molecule	NBG	1-N-ACETYL-BETA-D-GLUCOSAMINE
Small molecule	NCA	NICOTINAMIDE
Small molecule	NCC	CMP-N-ACETYL-BETA-NEURAMINIC ACID
Small molecule	NCN	NICOTINATE MONONUCLEOTIDE
Small molecule	NCO	COBALT HEXAMMINE(III)
Small molecule	NCT	(S)-NICOTINE
Small molecule	NDG	N-ACETYL-L-GLUTAMATE(2-)
Small molecule	NDP	NADPH
Small molecule	NDS	DIMETHYLETHYLAMMONIUM PROPANE SULFONATE
Small molecule	NEH	ETHYLAMINE
Small molecule	NEN	N-ETHYLSUCCINIMIDE
Small molecule	NFA	L-PHENYLALANINE AMIDE
Small molecule	NFG	2,4-DINITROPHENYL 2-FLUORO-2-DEOXY-BETA-D-GLUCOPYRANOSIDE
Small molecule	NFU	NI-FE REDUCED ACTIVE CENTER
Small molecule	NG6	N-ACETYL-D-GALACTOSAMINE 6-SULFATE
Small molecule	NGA	N-ACETYL-D-GALACTOSAMINE
Small molecule	NGC	3,5-DIDEOXY-5-[(HYDROXYACETYL)AMINO]-D-GLYCERO-ALPHA-D-GALACTO-NON-2-ULOPYRANOSONIC ACID
Small molecule	NGT	3AR,5R,6S,7R,7AR-5-HYDROXYMETHYL-2-METHYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D]THIAZOLE-6,7-DIOL
Small molecule	NGY	SULFATED GLYCOSAMINOGLYCAN
Small molecule	NH2	AMINO GROUP
Small molecule	NH3	AMMONIA
Small molecule	NH4	AMMONIUM ION
Small molecule	NHE	CHES
Small molecule	NIN	DINITROPHENYLENE
Small molecule	NIO	NICOTINIC ACID
Small molecule	NM2	4-(TRIMETHYLAMMONIO)BUTANOIC ACID
Small molecule	NMN	NICOTINAMIDE MONONUCLEOTIDE
Small molecule	NMY	NEOMYCIN
Small molecule	NNR	N-RIBOSYLNICOTINAMIDE
Small molecule	NO	NITRIC OXIDE
Small molecule	NO2	NITRITE
Small molecule	NO3	NITRATE
Small molecule	NOJ	1-DEOXYNOJIRIMYCIN
Small molecule	NOK	2-ACETAMIDO-1,2-DIDEOXYNOJIRMYCIN
Small molecule	NOS	INOSINE
Small molecule	NPO	4-NITROPHENOL
Small molecule	NPX	(R) -NAPROXEN SODIUM SALT
Small molecule	NTO	TRISULFOAMINO HEPARIN PENTASACCHARIDE
Small molecule	NVA	2-AMINOPENTANOIC ACID
Small molecule	NVI	1-VINYLIMIDAZOLE
Small molecule	NVU	2-(1,2-BENZOXAZOL-3-YL)ETHANOIC ACID
Small molecule	O	MONOOXYGEN
Small molecule	O4B	1,4,7,10,13,16-HEXAOXACYCLOOCTADECANE
Small molecule	OAA	OXALOACETATE ION
Small molecule	OAN	PUGNAC
Small molecule	OCA	CAPRYLIC ACID
Small molecule	OGA	N-OXALYLGLYCINE
Small molecule	OH	HYDROXIDE
Small molecule	OIN	ATROPINE
